student_id,level,stream,gender,religion,minority_status,caste_category,previous_education_percentage,annual_income,other_scholarship,scholarship_id,scholarship_name,min_percentage,max_income,eligible,allowed_caste
S00100,UG,BSc Physics,Male,Hindu,0,SC,63.2,670284,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00135,PG,MA English,Male,Christian,1,General,72.7,575482,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00287,UG,BSc Chemistry,Male,Hindu,0,ST,91.5,550320,1,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00308,UG,BA Economics,Female,Hindu,0,OBC,67.6,680890,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00020,UG,BSc Mathematics,Male,Muslim,1,General,60.4,665382,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00195,UG,BCom Finance,Female,Hindu,0,OBC,74,647534,1,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00258,UG,BSc Physics,Male,Hindu,0,General,88.7,106953,0,SCH_IN,INSPIRE Scholarship,80,500000,1,ALL
S00164,UG,BSc Chemistry,Female,Christian,1,General,62.4,389973,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00406,UG,BSc Mathematics,Female,Hindu,0,General,57,632863,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00222,UG,BSc Mathematics,Female,Hindu,0,OBC,74,558633,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00367,UG,BA English,Female,Christian,1,General,77.6,261727,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00161,UG,BA English,Male,Muslim,1,General,66.7,412022,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00108,PG,MSc Mathematics,Female,Hindu,0,General,77.3,365865,1,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00243,UG,BCom Finance,Male,Christian,1,General,64.7,475369,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00129,UG,BCom Finance,Male,Hindu,0,General,53.1,40588,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00187,PG,MA English,Female,Muslim,1,General,71.1,585646,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00056,UG,BSc Mathematics,Male,Muslim,1,General,67.8,240137,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00032,PG,MA English,Female,Hindu,0,General,79,105566,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00067,UG,BA Economics,Male,Hindu,0,OBC,56,401241,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00449,PG,MCom Finance,Male,Muslim,1,General,85,351207,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00271,UG,BSc Mathematics,Male,Christian,1,General,65,108250,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,1,General
S00411,UG,BA Economics,Male,Hindu,0,General,71.9,476620,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00300,PG,MA English,Male,Christian,1,General,99,473954,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00122,UG,BCom Finance,Male,Hindu,0,OBC,69.4,382961,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00419,PG,MSc Mathematics,Male,Muslim,1,General,77.1,685132,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00164,UG,BSc Chemistry,Female,Christian,1,General,62.4,389973,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00076,UG,BSc Chemistry,Female,Hindu,0,General,78.3,648109,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00319,PG,MCom Finance,Male,Hindu,0,OBC,63.2,457167,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00442,PG,MA English,Male,Hindu,0,ST,83.1,501311,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00046,UG,BA English,Male,Hindu,0,SC,66,156948,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00235,UG,BA English,Male,Hindu,0,General,59.2,101036,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00013,UG,BA Economics,Female,Hindu,0,SC,67.5,66749,1,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00025,PG,MSc Mathematics,Female,Muslim,1,General,70.5,138676,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,1,General
S00124,UG,BA Economics,Female,Hindu,0,OBC,65,549471,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00014,UG,BA Economics,Male,Muslim,1,General,80,56792,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00316,UG,BSc Chemistry,Female,Christian,1,General,62.1,497468,1,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00157,UG,BSc Physics,Male,Muslim,1,General,86.9,342138,0,SCH_IN,INSPIRE Scholarship,80,500000,1,ALL
S00408,UG,BA English,Male,Hindu,0,SC,54.8,600297,1,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00380,UG,BSc Mathematics,Male,Muslim,1,General,70.2,102629,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00280,UG,BSc Mathematics,Male,Christian,1,General,59.7,307803,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00032,PG,MA English,Female,Hindu,0,General,79,105566,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00330,UG,BA English,Female,Hindu,0,SC,90,46195,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00110,UG,BCom Finance,Female,Christian,1,General,58.5,647561,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00085,UG,BSc Physics,Male,Hindu,0,General,58,674204,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00266,UG,BSc Mathematics,Male,Muslim,1,General,63.7,377891,1,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00358,PG,MCom Finance,Male,Hindu,0,General,79.4,137974,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00019,UG,BCom Finance,Female,Christian,1,General,69.8,251248,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00133,PG,MSc Mathematics,Male,Hindu,0,SC,58.1,385478,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,1,"SC, ST, OBC"
S00153,UG,BCom Finance,Female,Muslim,1,General,74.7,147359,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00017,UG,BSc Chemistry,Female,Hindu,0,OBC,71.1,337632,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,1,"SC, ST, OBC"
S00023,UG,BCom Finance,Male,Christian,1,General,64.9,656011,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00095,PG,MSc Mathematics,Male,Hindu,0,OBC,77.5,599365,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00158,PG,MA English,Male,Hindu,0,SC,89.5,322714,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00016,UG,BA English,Male,Hindu,0,OBC,80.3,663617,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00078,UG,BA Economics,Female,Muslim,1,General,68.9,369273,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00388,PG,MCom Finance,Male,Hindu,0,ST,72.7,279572,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00200,UG,BSc Mathematics,Female,Hindu,0,OBC,86.3,311254,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00346,PG,MA English,Female,Muslim,1,General,72.5,461455,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00254,PG,MCom Finance,Male,Muslim,1,General,80.7,421371,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00211,UG,BSc Mathematics,Male,Hindu,0,OBC,58.8,527953,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00171,UG,BCom Finance,Male,Hindu,0,General,65.9,361104,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00254,PG,MCom Finance,Male,Muslim,1,General,80.7,421371,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00103,PG,MA English,Female,Christian,1,General,81.6,613619,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00081,UG,BA Economics,Male,Muslim,1,General,69.8,326119,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00060,UG,BSc Physics,Male,Christian,1,General,87.4,505749,1,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00351,UG,BCom Finance,Female,Muslim,1,General,70.6,67099,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,1,General
S00377,PG,MCom Finance,Male,Muslim,1,General,84,414072,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00151,UG,BSc Physics,Female,Muslim,1,General,64.6,619894,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00322,PG,MSc Mathematics,Female,Hindu,0,OBC,76.2,396086,1,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00066,UG,BA Economics,Female,Hindu,0,OBC,62.9,429226,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,1,"SC, ST, OBC"
S00097,UG,BSc Physics,Male,Christian,1,General,73.4,289446,1,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00163,PG,MCom Finance,Female,Hindu,0,OBC,76.1,547543,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00109,UG,BSc Mathematics,Female,Hindu,0,OBC,69.4,347341,1,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00395,UG,BSc Physics,Male,Hindu,0,General,71.2,247464,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00266,UG,BSc Mathematics,Male,Muslim,1,General,63.7,377891,1,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00258,UG,BSc Physics,Male,Hindu,0,General,88.7,106953,0,SCH_IN,INSPIRE Scholarship,80,500000,1,ALL
S00106,UG,BA English,Female,Muslim,1,General,68.8,483329,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00295,UG,BSc Mathematics,Female,Hindu,0,General,73.5,244336,1,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00092,UG,BSc Physics,Male,Hindu,0,OBC,63.3,87969,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,1,"SC, ST, OBC"
S00180,UG,BA Economics,Male,Hindu,0,General,75.4,573994,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00242,UG,BCom Finance,Male,Hindu,0,OBC,69.3,354758,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,1,"SC, ST, OBC"
S00319,PG,MCom Finance,Male,Hindu,0,OBC,63.2,457167,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,1,"SC, ST, OBC"
S00013,UG,BA Economics,Female,Hindu,0,SC,67.5,66749,1,SCH_EG,E-Grantz Scholarship (Kerala),,600000,1,"SC, ST, OBC"
S00178,UG,BSc Physics,Female,Hindu,0,OBC,70.1,296901,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,1,"SC, ST, OBC"
S00082,UG,BA English,Male,Hindu,0,OBC,70.2,356042,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00324,UG,BCom Finance,Male,Muslim,1,General,69,400396,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00054,UG,BSc Mathematics,Male,Hindu,0,OBC,57.3,186874,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00441,UG,BA English,Female,Hindu,0,OBC,65.2,54387,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00292,UG,BSc Physics,Female,Muslim,1,General,69.9,122627,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,1,General
S00077,UG,BSc Physics,Male,Hindu,0,General,72.8,654384,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00148,PG,MCom Finance,Female,Christian,1,General,87.3,612190,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00118,PG,MCom Finance,Male,Hindu,0,General,55.6,112901,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00440,UG,BA English,Male,Hindu,0,General,75.5,379438,1,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00181,UG,BSc Physics,Male,Hindu,0,General,63.3,552725,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00371,UG,BSc Physics,Male,Hindu,0,General,75.9,426846,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00352,UG,BSc Chemistry,Female,Hindu,0,General,61.3,626137,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00399,PG,MCom Finance,Male,Hindu,0,OBC,64.1,664891,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00308,UG,BA Economics,Female,Hindu,0,OBC,67.6,680890,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00256,UG,BSc Mathematics,Male,Christian,1,General,67.7,319820,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00205,UG,BSc Chemistry,Female,Christian,1,General,81.7,391762,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00412,PG,MSc Mathematics,Male,Muslim,1,General,70.3,446001,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00427,UG,BA English,Male,Hindu,0,OBC,69.2,467062,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00089,PG,MCom Finance,Male,Hindu,0,OBC,75.2,381645,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00260,UG,BSc Physics,Male,Christian,1,General,71.6,518425,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00171,UG,BCom Finance,Male,Hindu,0,General,65.9,361104,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00024,UG,BA Economics,Male,Hindu,0,SC,80.2,597530,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00033,PG,MA English,Male,Hindu,0,SC,77,257660,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00215,UG,BA Economics,Male,Hindu,0,General,70.1,566520,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00424,UG,BSc Chemistry,Male,Christian,1,General,64.5,490386,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00150,UG,BSc Chemistry,Male,Muslim,1,General,74.4,184826,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,1,General
S00144,UG,BSc Mathematics,Female,Hindu,0,General,64.2,109812,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00375,UG,BSc Chemistry,Female,Muslim,1,General,78.2,338061,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00292,UG,BSc Physics,Female,Muslim,1,General,69.9,122627,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00210,UG,BA Economics,Female,Christian,1,General,80,680070,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00030,PG,MSc Mathematics,Female,Hindu,0,General,77,519452,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00352,UG,BSc Chemistry,Female,Hindu,0,General,61.3,626137,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00226,UG,BA English,Female,Hindu,0,ST,71.8,561851,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00286,UG,BA English,Male,Hindu,0,SC,81.3,557257,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00365,UG,BSc Mathematics,Male,Hindu,0,OBC,64.9,555274,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00362,UG,BSc Chemistry,Male,Muslim,1,General,75,79948,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,1,General
S00174,UG,BA English,Female,Muslim,1,General,61.7,370302,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00332,UG,BCom Finance,Female,Hindu,0,General,70,212693,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00270,UG,BA Economics,Female,Hindu,0,SC,60.3,477592,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00202,PG,MSc Mathematics,Female,Hindu,0,OBC,80,207367,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00037,UG,BSc Physics,Male,Christian,1,General,76.5,576450,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00407,PG,MCom Finance,Female,Hindu,0,SC,77.1,253494,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00303,PG,MA English,Male,Hindu,0,SC,71.1,214453,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,1,"SC, ST, OBC"
S00277,PG,MSc Mathematics,Male,Hindu,0,OBC,84.9,275325,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,1,"SC, ST, OBC"
S00137,UG,BA English,Male,Hindu,0,ST,71.9,72331,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00028,PG,MA English,Male,Hindu,0,ST,59.7,292801,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00130,UG,BA Economics,Female,Hindu,0,SC,74.2,351417,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00240,UG,BA Economics,Female,Muslim,1,General,59.7,472027,1,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00072,UG,BSc Mathematics,Male,Hindu,0,General,78.6,84194,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,1,ALL
S00098,UG,BSc Mathematics,Female,Muslim,1,General,65.2,439321,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00088,UG,BSc Physics,Male,Christian,1,General,75.9,203313,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00154,UG,BCom Finance,Female,Muslim,1,General,86.3,248268,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00205,UG,BSc Chemistry,Female,Christian,1,General,81.7,391762,0,SCH_IN,INSPIRE Scholarship,80,500000,1,ALL
S00049,UG,BCom Finance,Female,Hindu,0,OBC,77.2,398953,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,1,"SC, ST, OBC"
S00393,UG,BA Economics,Female,Hindu,0,SC,57.4,685032,1,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00401,UG,BSc Mathematics,Female,Hindu,0,General,68.6,242679,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00059,UG,BA Economics,Male,Muslim,1,General,67.3,650153,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00441,UG,BA English,Female,Hindu,0,OBC,65.2,54387,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00023,UG,BCom Finance,Male,Christian,1,General,64.9,656011,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00230,UG,BSc Physics,Female,Hindu,0,ST,56.6,639935,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00294,UG,BSc Chemistry,Male,Hindu,0,OBC,64.6,685060,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00371,UG,BSc Physics,Male,Hindu,0,General,75.9,426846,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00023,UG,BCom Finance,Male,Christian,1,General,64.9,656011,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00333,UG,BSc Chemistry,Male,Hindu,0,ST,66.2,544434,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,1,"SC, ST, OBC"
S00303,PG,MA English,Male,Hindu,0,SC,71.1,214453,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00278,UG,BSc Physics,Male,Hindu,0,General,63.2,52149,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00170,UG,BSc Mathematics,Female,Hindu,0,OBC,58.8,509176,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00039,UG,BA Economics,Male,Muslim,1,General,63.8,376813,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00195,UG,BCom Finance,Female,Hindu,0,OBC,74,647534,1,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00234,PG,MCom Finance,Male,Muslim,1,General,80.5,294926,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00192,UG,BCom Finance,Female,Hindu,0,General,66.8,534696,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00223,PG,MCom Finance,Male,Muslim,1,General,86.4,608041,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00416,UG,BSc Physics,Female,Hindu,0,OBC,80.2,305668,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00289,UG,BSc Mathematics,Female,Hindu,0,OBC,76.2,312201,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00035,UG,BCom Finance,Male,Hindu,0,SC,72.1,677403,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00296,PG,MSc Mathematics,Female,Hindu,0,OBC,85.3,596438,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00104,UG,BSc Mathematics,Female,Hindu,0,SC,89,449341,1,SCH_IN,INSPIRE Scholarship,80,500000,1,ALL
S00154,UG,BCom Finance,Female,Muslim,1,General,86.3,248268,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00302,UG,BCom Finance,Female,Christian,1,General,70.7,533323,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00376,UG,BSc Chemistry,Male,Hindu,0,OBC,67.3,335226,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00389,PG,MSc Mathematics,Female,Muslim,1,General,78.1,641949,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00109,UG,BSc Mathematics,Female,Hindu,0,OBC,69.4,347341,1,SCH_EG,E-Grantz Scholarship (Kerala),,600000,1,"SC, ST, OBC"
S00056,UG,BSc Mathematics,Male,Muslim,1,General,67.8,240137,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00090,PG,MA English,Female,Christian,1,General,74.4,400967,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00243,UG,BCom Finance,Male,Christian,1,General,64.7,475369,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00063,UG,BSc Physics,Female,Christian,1,General,59.7,286090,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00206,PG,MA English,Female,Hindu,0,OBC,85.4,635509,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00197,PG,MSc Mathematics,Female,Hindu,0,ST,85,295827,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00261,PG,MCom Finance,Female,Hindu,0,SC,77.5,214770,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00114,UG,BCom Finance,Female,Hindu,0,SC,72.2,386591,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00426,UG,BA English,Male,Christian,1,General,72.7,495415,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00323,PG,MSc Mathematics,Female,Muslim,1,General,78.8,171719,1,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00073,PG,MA English,Female,Hindu,0,General,81.6,134811,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00310,UG,BSc Physics,Male,Muslim,1,General,74.9,478254,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00399,PG,MCom Finance,Male,Hindu,0,OBC,64.1,664891,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00336,UG,BSc Physics,Female,Muslim,1,General,60.7,65294,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,1,General
S00376,UG,BSc Chemistry,Male,Hindu,0,OBC,67.3,335226,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00192,UG,BCom Finance,Female,Hindu,0,General,66.8,534696,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00226,UG,BA English,Female,Hindu,0,ST,71.8,561851,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00310,UG,BSc Physics,Male,Muslim,1,General,74.9,478254,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00167,PG,MCom Finance,Female,Hindu,0,OBC,96.9,346608,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,1,"SC, ST, OBC"
S00433,UG,BA Economics,Male,Hindu,0,General,99,480836,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00080,UG,BA English,Female,Hindu,0,OBC,83.3,49612,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,1,"SC, ST, OBC"
S00064,UG,BCom Finance,Female,Muslim,1,General,68.9,518934,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00356,PG,MCom Finance,Female,Hindu,0,General,80.1,119699,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00148,PG,MCom Finance,Female,Christian,1,General,87.3,612190,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00383,PG,MSc Mathematics,Male,Christian,1,General,50,583956,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00116,UG,BSc Mathematics,Female,Christian,1,General,72.9,637517,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00309,UG,BA English,Female,Muslim,1,General,83.9,109213,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00145,UG,BCom Finance,Female,Hindu,0,General,82.9,239178,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00136,UG,BA Economics,Male,Hindu,0,OBC,59.5,220018,0,SCH_SM,State Merit Scholarship (Kerala),75,150000,0,ALL
S00363,UG,BSc Chemistry,Female,Hindu,0,OBC,68.8,655553,0,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
S00411,UG,BA Economics,Male,Hindu,0,General,71.9,476620,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00120,UG,BSc Physics,Male,Muslim,1,General,67.1,76197,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,0,"SC, ST, OBC"
S00203,UG,BA Economics,Female,Christian,1,General,86.1,392583,0,SCH_IN,INSPIRE Scholarship,80,500000,0,ALL
S00270,UG,BA Economics,Female,Hindu,0,SC,60.3,477592,0,SCH_EG,E-Grantz Scholarship (Kerala),,600000,1,"SC, ST, OBC"
S00338,UG,BCom Finance,Female,Muslim,1,General,78.8,343677,1,SCH_PM,Post-Matric Scholarship (Minority),50,200000,0,General
