previous_education_percentage,annual_income,other_scholarship,eligible,academic_percentile,financial_need_index,scholarship_history_score,top_student_flag,low_income_flag,egrantz_eligible,level_PG,level_UG,stream_BA Economics,stream_BA English,stream_BCom Finance,stream_BSc Chemistry,stream_BSc Mathematics,stream_BSc Physics,stream_MA English,stream_MCom Finance,stream_MSc Mathematics,gender_Female,gender_Male,caste_category_General,caste_category_OBC,caste_category_SC,caste_category_ST
72.8,654384,0,0,0.728,1.5281523873560673e-06,0.0,0,0,0,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
53.1,40588,0,1,0.531,2.4637216979969943e-05,0.0,0,1,0,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False
55.6,112901,0,0,0.556,8.857239021452233e-06,0.0,0,1,0,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False
74.9,478254,0,0,0.7490000000000001,2.0909347523810518e-06,0.0,0,0,0,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
68.6,242679,0,0,0.6859999999999999,4.120652711389484e-06,0.0,0,0,0,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
72.6,79314,0,0,0.726,1.2607955619996217e-05,0.0,0,1,0,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
62.1,497468,1,0,0.621,2.0101755084236405e-06,1.5,0,0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
91.5,550320,1,0,0.915,1.8171212801255994e-06,1.5,1,0,1,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
90.0,74937,0,1,0.9,1.3344364674797832e-05,0.0,1,1,1,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
71.6,321660,0,0,0.716,3.108863057691172e-06,0.0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False
83.0,468355,0,0,0.83,2.1351279795710955e-06,0.0,0,0,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
65.0,549471,0,0,0.65,1.819928949973793e-06,0.0,0,0,0,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
69.3,677673,0,0,0.693,1.4756357776748112e-06,0.0,0,0,0,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
74.8,676741,0,0,0.748,1.477668003463654e-06,0.0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
59.5,220018,0,0,0.595,4.545062017371227e-06,0.0,0,0,1,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
72.5,604297,0,0,0.725,1.6548126917514207e-06,0.0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False
73.7,68394,0,1,0.737,1.462095182396374e-05,0.0,0,1,0,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False
63.2,670284,0,0,0.632,1.4919026981060296e-06,0.0,0,0,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
72.7,575482,0,0,0.727,1.7376707913179016e-06,0.0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False
91.5,550320,1,0,0.915,1.8171212801255994e-06,1.5,1,0,1,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
67.6,680890,0,0,0.6759999999999999,1.4686638536858323e-06,0.0,0,0,0,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
60.4,665382,0,0,0.604,1.5028938220543656e-06,0.0,0,0,0,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
74.0,647534,1,0,0.74,1.5443180677492337e-06,1.5,0,0,0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
88.7,106953,0,1,0.887,9.349813938702619e-06,0.0,1,1,0,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
62.4,389973,0,0,0.624,2.5642735156702753e-06,0.0,0,0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
57.0,632863,0,0,0.57,1.5801183192597462e-06,0.0,0,0,0,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
74.0,558633,0,0,0.74,1.7900808042475037e-06,0.0,0,0,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
77.6,261727,0,0,0.7759999999999999,3.820760484166768e-06,0.0,0,0,0,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
66.7,412022,0,0,0.667,2.427048975421275e-06,0.0,0,0,0,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False
77.3,365865,1,0,0.773,2.733241131999147e-06,1.5,0,0,0,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False
64.7,475369,0,0,0.647,2.103624545091192e-06,0.0,0,0,0,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False
53.1,40588,0,1,0.531,2.4637216979969943e-05,0.0,0,1,0,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False
71.1,585646,0,0,0.711,1.7075132289587414e-06,0.0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
67.8,240137,0,1,0.6779999999999999,4.164272210145833e-06,0.0,0,0,0,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
79.0,105566,0,1,0.79,9.472657175064177e-06,0.0,0,1,0,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
56.0,401241,0,0,0.56,2.4922615279556977e-06,0.0,0,0,1,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
85.0,351207,0,0,0.85,2.8473155508986127e-06,0.0,1,0,0,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False
65.0,108250,0,0,0.65,9.237789951132092e-06,0.0,0,1,0,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
71.9,476620,0,0,0.7190000000000001,2.098103104982785e-06,0.0,0,0,0,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False
99.0,473954,0,0,0.99,2.1099049487820575e-06,0.0,1,0,0,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False
69.4,382961,0,0,0.6940000000000001,2.611225134608656e-06,0.0,0,0,1,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
77.1,685132,0,0,0.7709999999999999,1.4595706235139747e-06,0.0,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False
62.4,389973,0,0,0.624,2.5642735156702753e-06,0.0,0,0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
78.3,648109,0,0,0.7829999999999999,1.5429479563654318e-06,0.0,0,0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
63.2,457167,0,0,0.632,2.1873796941168235e-06,0.0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
83.1,501311,0,0,0.831,1.9947657347121154e-06,0.0,0,0,1,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
66.0,156948,0,0,0.66,6.371496473376702e-06,0.0,0,1,1,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
59.2,101036,0,1,0.5920000000000001,9.897364331878421e-06,0.0,0,1,0,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False
67.5,66749,1,0,0.675,1.49812734082397e-05,1.5,0,1,1,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
70.5,138676,0,0,0.705,7.2110011032831686e-06,0.0,0,1,0,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False
65.0,549471,0,0,0.65,1.819928949973793e-06,0.0,0,0,0,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
80.0,56792,0,1,0.8,1.760780377863469e-05,0.0,0,1,0,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False
62.1,497468,1,0,0.621,2.0101755084236405e-06,1.5,0,0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
86.9,342138,0,0,0.8690000000000001,2.9227886911459962e-06,0.0,1,0,0,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
54.8,600297,1,0,0.5479999999999999,1.6658392998144255e-06,1.5,0,0,1,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
70.2,102629,0,1,0.7020000000000001,9.743739647276625e-06,0.0,0,1,0,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
59.7,307803,0,0,0.597,3.248820678093852e-06,0.0,0,0,0,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
79.0,105566,0,1,0.79,9.472657175064177e-06,0.0,0,1,1,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
90.0,46195,0,1,0.9,2.164689583513724e-05,0.0,1,1,1,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
58.5,647561,0,0,0.585,1.5442536776401333e-06,0.0,0,0,0,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
58.0,674204,0,0,0.58,1.4832283949243924e-06,0.0,0,0,0,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
63.7,377891,1,0,0.637,2.6462587194224804e-06,1.5,0,0,0,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
79.4,137974,0,1,0.794,7.2476897988766085e-06,0.0,0,1,0,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False
69.8,251248,0,0,0.698,3.980115343742662e-06,0.0,0,0,0,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
58.1,385478,0,0,0.581,2.5941750393666063e-06,0.0,0,0,1,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
74.7,147359,0,1,0.747,6.7861020629750274e-06,0.0,0,1,1,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
71.1,337632,0,1,0.711,2.961795796027047e-06,0.0,0,0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
64.9,656011,0,0,0.649,1.5243623592251362e-06,0.0,0,0,0,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False
77.5,599365,0,0,0.775,1.668429640653624e-06,0.0,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
89.5,322714,0,0,0.895,3.0987093875400897e-06,0.0,1,0,1,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
80.3,663617,0,0,0.8029999999999999,1.5068910126006227e-06,0.0,0,0,0,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
68.9,369273,0,0,0.6890000000000001,2.708016269761749e-06,0.0,0,0,0,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
72.7,279572,0,0,0.727,3.5768833184892677e-06,0.0,0,0,1,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
86.3,311254,0,0,0.863,3.212799794380813e-06,0.0,1,0,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
72.5,461455,0,0,0.725,2.167053846953989e-06,0.0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
80.7,421371,0,0,0.807,2.373199927854722e-06,0.0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False
58.8,527953,0,0,0.588,1.8941044106115306e-06,0.0,0,0,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
65.9,361104,0,0,0.659,2.7692776339291896e-06,0.0,0,0,0,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False
80.7,421371,0,0,0.807,2.373199927854722e-06,0.0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False
81.6,613619,0,0,0.816,1.6296730875786316e-06,0.0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
69.8,326119,0,0,0.698,3.066355942597817e-06,0.0,0,0,0,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False
87.4,505749,1,0,0.8740000000000001,1.977261492832427e-06,1.5,1,0,0,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
70.6,67099,0,1,0.706,1.4903129657228018e-05,0.0,0,1,1,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
84.0,414072,0,0,0.84,2.4150330980286083e-06,0.0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False
64.6,619894,0,0,0.6459999999999999,1.6131764250397246e-06,0.0,0,0,0,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
76.2,396086,1,0,0.762,2.5246978567839896e-06,1.5,0,0,1,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False
62.9,429226,0,0,0.629,2.329769562492574e-06,0.0,0,0,1,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
73.4,289446,1,0,0.7340000000000001,3.4548639301841098e-06,1.5,0,0,0,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
76.1,547543,0,0,0.7609999999999999,1.8263372441301521e-06,0.0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
69.4,347341,1,0,0.6940000000000001,2.8790068577943353e-06,1.5,0,0,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
71.2,247464,0,0,0.7120000000000001,4.040975491483644e-06,0.0,0,0,0,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
63.7,377891,1,0,0.637,2.6462587194224804e-06,1.5,0,0,0,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
88.7,106953,0,1,0.887,9.349813938702619e-06,0.0,1,1,1,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
68.8,483329,0,0,0.688,2.06897978606749e-06,0.0,0,0,0,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
73.5,244336,1,0,0.735,4.092708022116994e-06,1.5,0,0,0,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
63.3,87969,0,1,0.633,1.1367511651699443e-05,0.0,0,1,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
75.4,573994,0,0,0.754,1.7421754544900216e-06,0.0,0,0,0,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False
69.3,354758,0,0,0.693,2.8188150265391433e-06,0.0,0,0,0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
63.2,457167,0,0,0.632,2.1873796941168235e-06,0.0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
67.5,66749,1,0,0.675,1.49812734082397e-05,1.5,0,1,1,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
70.1,296901,0,0,0.701,3.3681147314602127e-06,0.0,0,0,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
70.2,356042,0,0,0.7020000000000001,2.8086495170527156e-06,0.0,0,0,0,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
69.0,400396,0,0,0.69,2.4975212101988777e-06,0.0,0,0,0,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False
57.3,186874,0,0,0.573,5.351170568561873e-06,0.0,0,1,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
65.2,54387,0,1,0.652,1.83864087666397e-05,0.0,0,1,0,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
69.9,122627,0,0,0.6990000000000001,8.154744430309555e-06,0.0,0,1,0,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
72.8,654384,0,0,0.728,1.5281523873560673e-06,0.0,0,0,0,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
87.3,612190,0,0,0.873,1.6334771337703429e-06,0.0,1,0,0,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False
55.6,112901,0,1,0.556,8.857239021452233e-06,0.0,0,1,1,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False
75.5,379438,1,0,0.755,2.635469732947852e-06,1.5,0,0,0,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False
63.3,552725,0,0,0.633,1.809214692270673e-06,0.0,0,0,0,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
75.9,426846,0,0,0.759,2.342759817920707e-06,0.0,0,0,0,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
61.3,626137,0,0,0.613,1.5970920148593441e-06,0.0,0,0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
64.1,664891,0,0,0.6409999999999999,1.5040036577368955e-06,0.0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
67.6,680890,0,0,0.6759999999999999,1.4686638536858323e-06,0.0,0,0,0,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
67.7,319820,0,0,0.677,3.1267490252359913e-06,0.0,0,0,0,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
81.7,391762,0,0,0.8170000000000001,2.552563667319272e-06,0.0,0,0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
70.3,446001,0,0,0.703,2.2421424119174353e-06,0.0,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False
69.2,467062,0,0,0.6920000000000001,2.141038789199744e-06,0.0,0,0,0,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
75.2,381645,0,0,0.752,2.6202292176519603e-06,0.0,0,0,1,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
71.6,518425,0,0,0.716,1.92891560222674e-06,0.0,0,0,0,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
65.9,361104,0,0,0.659,2.7692776339291896e-06,0.0,0,0,0,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False
80.2,597530,0,0,0.802,1.673553338655233e-06,0.0,0,0,0,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
77.0,257660,0,0,0.77,3.881068535789274e-06,0.0,0,0,1,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
70.1,566520,0,0,0.701,1.7651596322113391e-06,0.0,0,0,0,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False
64.5,490386,0,0,0.645,2.039205770136647e-06,0.0,0,0,0,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False
74.4,184826,0,1,0.7440000000000001,5.410464921250683e-06,0.0,0,1,0,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False
64.2,109812,0,1,0.642,9.106389953830603e-06,0.0,0,1,0,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
78.2,338061,0,1,0.782,2.9580372831019164e-06,0.0,0,0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
69.9,122627,0,0,0.6990000000000001,8.154744430309555e-06,0.0,0,1,0,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
80.0,680070,0,0,0.8,1.4704347046117243e-06,0.0,0,0,0,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
77.0,519452,0,0,0.77,1.925101982277511e-06,0.0,0,0,0,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False
61.3,626137,0,0,0.613,1.5970920148593441e-06,0.0,0,0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
71.8,561851,0,0,0.718,1.7798281397948214e-06,0.0,0,0,0,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
81.3,557257,0,0,0.813,1.7945009313459833e-06,0.0,0,0,1,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
64.9,555274,0,0,0.649,1.8009094592769348e-06,0.0,0,0,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
75.0,79948,0,1,0.75,1.250797383331874e-05,0.0,0,1,0,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False
61.7,370302,0,0,0.617,2.7004912193528005e-06,0.0,0,0,0,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
70.0,212693,0,1,0.7,4.7015900777643e-06,0.0,0,0,0,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
60.3,477592,0,0,0.603,2.0938330335662373e-06,0.0,0,0,1,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
80.0,207367,0,1,0.8,4.822344816943791e-06,0.0,0,0,1,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False
76.5,576450,0,0,0.765,1.7347528237439088e-06,0.0,0,0,0,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
77.1,253494,0,0,0.7709999999999999,3.944850983254107e-06,0.0,0,0,1,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
71.1,214453,0,0,0.711,4.663004653678644e-06,0.0,0,0,1,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
84.9,275325,0,0,0.8490000000000001,3.6320579967020912e-06,0.0,0,0,1,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
71.9,72331,0,1,0.7190000000000001,1.3825139633910302e-05,0.0,0,1,1,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
59.7,292801,0,0,0.597,3.415277218051789e-06,0.0,0,0,1,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
74.2,351417,0,0,0.742,2.8456140550569407e-06,0.0,0,0,1,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
59.7,472027,1,0,0.597,2.118518392976688e-06,1.5,0,0,0,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
78.6,84194,0,1,0.7859999999999999,1.1877189856879861e-05,0.0,0,1,0,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
65.2,439321,0,0,0.652,2.2762347435366316e-06,0.0,0,0,0,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
75.9,203313,0,1,0.759,4.9185004475835405e-06,0.0,0,0,0,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
86.3,248268,0,0,0.863,4.027889104157184e-06,0.0,1,0,0,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
81.7,391762,0,0,0.8170000000000001,2.552563667319272e-06,0.0,0,0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
77.2,398953,0,0,0.772,2.506554640384606e-06,0.0,0,0,0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
57.4,685032,1,0,0.574,1.4597836892529266e-06,1.5,0,0,1,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
68.6,242679,0,1,0.6859999999999999,4.120652711389484e-06,0.0,0,0,0,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
67.3,650153,0,0,0.6729999999999999,1.5380971277574236e-06,0.0,0,0,0,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False
65.2,54387,0,1,0.652,1.83864087666397e-05,0.0,0,1,1,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
64.9,656011,0,0,0.649,1.5243623592251362e-06,0.0,0,0,0,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False
56.6,639935,0,0,0.5660000000000001,1.5626562656265627e-06,0.0,0,0,1,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
64.6,685060,0,0,0.6459999999999999,1.4597240245759137e-06,0.0,0,0,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
75.9,426846,0,0,0.759,2.342759817920707e-06,0.0,0,0,0,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
64.9,656011,0,0,0.649,1.5243623592251362e-06,0.0,0,0,0,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False
66.2,544434,0,0,0.662,1.8367665561545456e-06,0.0,0,0,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
71.1,214453,0,0,0.711,4.663004653678644e-06,0.0,0,0,1,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
63.2,52149,0,1,0.632,1.9175455417066155e-05,0.0,0,1,0,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
58.8,509176,0,0,0.588,1.9639535957044405e-06,0.0,0,0,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
63.8,376813,0,0,0.638,2.6538292101673506e-06,0.0,0,0,0,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False
74.0,647534,1,0,0.74,1.5443180677492337e-06,1.5,0,0,0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
80.5,294926,0,1,0.805,3.390669555517128e-06,0.0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False
66.8,534696,0,0,0.6679999999999999,1.8702180861310238e-06,0.0,0,0,0,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
86.4,608041,0,0,0.8640000000000001,1.6446232332634916e-06,0.0,1,0,0,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False
80.2,305668,0,1,0.802,3.2715126493036587e-06,0.0,0,0,1,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
76.2,312201,0,0,0.762,3.2030544327070296e-06,0.0,0,0,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
72.1,677403,0,0,0.721,1.4762239372663875e-06,0.0,0,0,1,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
85.3,596438,0,0,0.853,1.6766173908815486e-06,0.0,1,0,1,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False
89.0,449341,1,0,0.89,2.225476363215546e-06,1.5,1,0,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
86.3,248268,0,1,0.863,4.027889104157184e-06,0.0,1,0,0,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
70.7,533323,0,0,0.7070000000000001,1.8750328130742288e-06,0.0,0,0,0,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
67.3,335226,0,0,0.6729999999999999,2.9830532743484266e-06,0.0,0,0,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
78.1,641949,0,0,0.7809999999999999,1.5577537191370045e-06,0.0,0,0,0,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False
69.4,347341,1,0,0.6940000000000001,2.8790068577943353e-06,1.5,0,0,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
67.8,240137,0,0,0.6779999999999999,4.164272210145833e-06,0.0,0,0,0,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
74.4,400967,0,0,0.7440000000000001,2.4939646056543164e-06,0.0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
64.7,475369,0,0,0.647,2.103624545091192e-06,0.0,0,0,0,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False
59.7,286090,0,0,0.597,3.4953913265359623e-06,0.0,0,0,0,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
85.4,635509,0,0,0.8540000000000001,1.5735393620871427e-06,0.0,1,0,1,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
85.0,295827,0,1,0.85,3.380342631529132e-06,0.0,1,0,1,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
77.5,214770,0,0,0.775,4.6561221021460066e-06,0.0,0,0,1,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
72.2,386591,0,0,0.722,2.586706398476947e-06,0.0,0,0,1,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
